,dBA
266545,52.2
266546,71.2
266547,53.3
266548,57.0
266549,33.1
266550,53.2
266551,72.7
266552,56.7
266553,51.2
266554,32.3
266555,53.3
266556,69.3
266557,55.5
266558,57.0
266559,32.4
266560,53.1
266561,70.9
266562,56.6
266563,50.7
266564,32.3
266565,56.3
266566,65.8
266567,51.1
266568,57.1
266569,32.6
266570,56.1
266571,70.0
266572,56.2
266573,52.3
266574,32.7
266575,53.9
266576,71.4
266577,51.3
266578,56.9
266579,32.6
266580,52.2
266581,74.0
266582,56.2
266583,54.2
266584,32.8
266585,57.6
266586,70.2
266587,56.6
266588,55.6
266589,32.7
266590,54.8
266591,67.7
266592,57.6
266593,53.4
266594,32.6
266595,54.9
266596,64.1
266597,57.3
266598,56.2
266599,32.6
266600,54.0
266601,70.3
266602,56.6
266603,51.6
266604,32.6
266605,52.2
266606,71.1
266607,53.0
266608,55.5
266609,32.5
266610,53.3
266611,70.0
266612,57.3
266613,53.9
266614,32.6
266615,55.5
266616,66.8
266617,58.6
266618,56.2
266619,32.4
266620,54.9
266621,71.4
266622,55.2
266623,48.5
266624,32.6
266625,53.8
266626,73.3
266627,55.2
266628,52.9
266629,32.7
266630,52.4
266631,70.3
266632,53.9
266633,53.6
266634,32.5
266635,52.3
266636,70.3
266637,50.2
266638,54.4
266639,32.8
266640,58.8
266641,69.1
266642,54.9
266643,54.0
266644,32.4
266645,56.2
266646,72.5
266647,53.9
266648,54.3
266649,32.0
266650,53.1
266651,67.7
266652,55.3
266653,53.7
266654,31.9
266655,56.9
266656,72.4
266657,56.8
266658,55.4
266659,32.2
266660,55.4
266661,71.5
266662,54.4
266663,53.5
266664,32.0
266665,58.1
266666,68.3
266667,52.2
266668,54.0
266669,32.0
266670,54.0
266671,71.7
266672,55.7
266673,56.0
266674,32.0
266675,52.5
266676,70.2
266677,51.2
266678,53.6
266679,31.8
266680,52.5
266681,68.5
266682,54.5
266683,50.3
266684,31.9
266685,55.1
266686,70.1
266687,54.9
266688,55.1
266689,31.8
266690,57.3
266691,69.7
266692,53.7
266693,54.0
266694,31.9
266695,54.9
266696,67.8
266697,56.4
266698,56.3
266699,31.8
266700,55.0
266701,69.6
266702,54.5
266703,53.9
266704,32.3
266705,53.4
266706,70.7
266707,51.2
266708,54.5
266709,32.0
266710,52.7
266711,70.0
266712,55.1
266713,51.3
266714,32.0
266715,54.2
266716,57.2
266717,51.2
266718,53.9
266719,31.9
266720,54.0
266721,71.1
266722,53.4
266723,54.7
266724,32.0
266725,57.1
266726,62.1
266727,53.0
266728,53.5
266729,31.9
266730,61.3
266731,71.7
266732,54.1
266733,54.2
266734,31.8
266735,57.3
266736,69.6
266737,51.3
266738,55.5
266739,32.4
266740,53.3
266741,66.4
266742,53.5
266743,51.6
266744,32.1
266745,53.9
266746,71.3
266747,53.2
266748,54.3
266749,32.2
266750,53.4
266751,71.0
266752,53.5
266753,54.9
266754,32.3
266755,56.2
266756,69.7
266757,54.4
266758,55.1
266759,32.6
266760,54.1
266761,73.0
266762,53.9
266763,53.9
266764,32.3
266765,56.8
266766,64.9
266767,55.8
266768,53.6
266769,32.2
266770,53.6
266771,71.3
266772,54.6
266773,49.4
266774,32.6
266775,56.2
266776,70.0
266777,54.9
266778,53.4
266779,32.2
266780,54.2
266781,70.8
266782,53.1
266783,54.9
266784,31.9
266785,53.4
266786,67.4
266787,53.4
266788,52.6
266789,32.1
266790,52.8
266791,60.4
266792,52.5
266793,51.4
266794,32.1
266795,52.4
266796,66.9
266797,53.4
266798,51.7
266799,32.2
266800,54.7
266801,72.5
266802,53.7
266803,49.6
266804,32.2
266805,52.5
266806,66.8
266807,48.4
266808,52.2
266809,32.1
266810,52.6
266811,70.2
266812,53.0
266813,48.9
266814,32.2
266815,53.6
266816,64.3
266817,48.5
266818,53.3
266819,32.0
266820,53.5
266821,73.2
266822,51.7
266823,52.3
266824,32.1
266825,53.6
266826,67.7
266827,49.4
266828,52.4
266829,32.3
266830,54.9
266831,67.1
266832,51.2
266833,50.5
266834,33.1
266835,54.3
266836,72.3
266837,49.4
266838,53.7
266839,32.1
266840,54.8
266841,66.6
266842,52.8
266843,51.7
266844,32.1
266845,56.0
266846,69.4
266847,54.8
266848,53.6
266849,32.3
266850,52.5
266851,67.8
266852,53.0
266853,50.8
266854,32.1
266855,52.9
266856,72.2
266857,56.1
266858,53.5
266859,32.1
266860,53.3
266861,68.2
266862,53.2
266863,53.3
266864,32.2
266865,51.3
266866,66.7
266867,55.1
266868,52.5
266869,32.2
266870,53.6
266871,73.0
266872,53.9
266873,53.2
266874,32.2
266875,55.0
266876,72.3
266877,52.6
266878,52.4
266879,32.1
266880,54.2
266881,70.9
266882,52.6
266883,48.4
266884,32.1
266885,52.1
266886,66.9
266887,48.0
266888,53.2
266889,32.1
266890,56.1
266891,66.0
266892,50.4
266893,49.0
266894,32.0
266895,52.4
266896,66.9
266897,50.5
266898,53.1
266899,32.2
266900,53.1
266901,64.4
266902,51.8
266903,48.8
266904,32.0
266905,53.8
266906,68.6
266907,56.2
266908,52.9
266909,32.1
266910,52.8
266911,69.8
266912,52.4
266913,55.5
266914,32.2
266915,52.6
266916,60.3
266917,52.0
266918,52.4
266919,32.0
266920,56.1
266921,69.7
266922,52.4
266923,50.8
266924,32.0
266925,51.7
266926,70.0
266927,49.1
266928,51.5
266929,32.1
266930,53.3
266931,70.9
266932,51.7
266933,51.4
266934,31.9
266935,53.2
266936,68.4
266937,52.5
266938,50.7
266939,31.9
266940,53.5
266941,68.9
266942,51.5
266943,52.9
266944,31.9
266945,55.7
266946,69.9
266947,49.2
266948,51.3
266949,32.2
266950,52.7
266951,67.0
266952,52.3
266953,54.6
266954,32.0
266955,53.7
266956,70.9
266957,52.1
266958,52.4
266959,32.1
266960,55.5
266961,67.4
266962,50.0
266963,55.9
266964,32.3
266965,56.2
266966,68.3
266967,52.3
266968,50.7
266969,32.1
266970,53.7
266971,70.4
266972,51.0
266973,53.4
266974,32.9
266975,54.3
266976,69.2
266977,53.0
266978,52.0
266979,32.2
266980,51.8
266981,71.2
266982,54.2
266983,52.6
266984,32.2
266985,53.9
266986,67.6
266987,51.5
266988,49.5
266989,32.2
266990,53.3
266991,59.3
266992,51.4
266993,50.5
266994,32.1
266995,51.5
266996,68.7
266997,51.7
266998,50.7
266999,32.2
267000,54.7
267001,68.4
267002,51.0
267003,49.4
267004,31.9
267005,53.6
267006,66.3
267007,54.2
267008,53.0
267009,32.0
267010,51.8
267011,66.1
267012,51.2
267013,51.0
267014,31.8
267015,55.3
267016,68.1
267017,48.5
267018,51.0
267019,31.9
267020,53.2
267021,68.7
267022,50.6
267023,51.2
267024,31.8
267025,55.0
267026,69.2
267027,49.4
267028,52.6
267029,31.9
267030,54.1
267031,70.8
267032,49.8
267033,54.8
267034,32.4
267035,55.1
267036,66.5
267037,51.4
267038,50.4
267039,31.8
267040,56.6
267041,67.7
267042,50.2
267043,49.4
267044,32.0
267045,53.9
267046,70.0
267047,55.2
267048,50.0
267049,32.0
267050,51.7
267051,71.5
267052,50.6
267053,50.7
267054,31.7
267055,53.4
267056,70.6
267057,54.0
267058,50.5
267059,31.7
267060,50.7
267061,65.0
267062,51.1
267063,50.0
267064,32.2
267065,54.9
267066,67.5
267067,51.4
267068,50.9
267069,32.3
267070,55.5
267071,68.5
267072,50.2
267073,51.7
267074,32.5
267075,51.3
267076,65.2
267077,54.1
267078,50.1
267079,32.2
267080,51.8
267081,66.7
267082,50.1
267083,49.1
267084,32.3
267085,51.5
267086,70.5
267087,48.4
267088,51.8
267089,32.4
267090,53.7
267091,67.2
267092,51.0
267093,47.3
267094,32.4
267095,57.5
267096,67.7
267097,47.4
267098,51.0
267099,32.5
267100,53.2
267101,66.0
267102,51.6
267103,48.6
267104,32.4
267105,53.1
267106,71.1
267107,57.7
267108,50.4
267109,32.4
267110,51.8
267111,69.5
267112,51.5
267113,51.7
267114,32.3
267115,51.7
267116,67.4
267117,52.0
267118,49.6
267119,32.3
267120,51.5
267121,70.3
267122,52.5
267123,51.3
267124,32.4
267125,51.7
267126,65.3
267127,48.2
267128,50.2
267129,32.4
267130,51.9
267131,62.2
267132,51.5
267133,47.5
267134,32.4
267135,54.1
267136,67.1
267137,49.3
267138,50.2
267139,32.3
267140,52.1
267141,67.7
267142,51.1
267143,52.9
267144,32.2
267145,52.7
267146,72.2
267147,51.7
267148,52.0
267149,32.4
267150,51.0
267151,70.6
267152,52.1
267153,55.7
267154,32.4
267155,51.8
267156,59.8
267157,53.8
267158,51.4
267159,32.5
267160,52.1
267161,72.1
267162,52.2
267163,50.8
267164,32.4
267165,52.7
267166,68.9
267167,57.3
267168,50.2
267169,31.9
267170,54.7
267171,71.1
267172,52.6
267173,53.5
267174,32.0
267175,57.0
267176,64.6
267177,53.5
267178,52.0
267179,32.1
267180,55.4
267181,70.5
267182,50.2
267183,54.7
267184,32.1
267185,52.1
267186,67.3
267187,52.3
267188,51.4
267189,32.0
267190,52.3
267191,73.0
267192,52.3
267193,50.6
267194,32.0
267195,52.1
267196,71.3
267197,52.9
267198,51.8
267199,32.2
267200,54.1
267201,67.7
267202,49.8
267203,50.9
267204,32.0
267205,53.7
267206,72.3
267207,51.4
267208,49.6
267209,32.0
267210,52.5
267211,63.0
267212,50.3
267213,51.9
267214,32.0
267215,51.8
267216,72.9
267217,48.3
267218,49.7
267219,32.2
267220,54.0
267221,68.4
267222,51.9
267223,51.1
267224,32.1
267225,51.8
267226,73.6
267227,50.3
267228,50.7
267229,32.1
267230,53.4
267231,65.9
267232,52.8
267233,51.2
267234,32.3
267235,51.5
267236,64.3
267237,52.2
267238,50.5
267239,32.0
267240,54.7
267241,70.1
267242,49.6
267243,56.2
267244,32.2
267245,56.2
267246,70.5
267247,49.5
267248,50.1
267249,32.1
267250,55.7
267251,68.2
267252,52.6
267253,47.6
267254,32.2
267255,53.7
267256,69.0
267257,53.1
267258,49.9
267259,32.0
267260,55.1
267261,71.0
267262,51.6
267263,54.3
267264,32.5
267265,53.7
267266,68.6
267267,52.3
267268,48.7
267269,32.0
267270,52.5
267271,68.5
267272,50.3
267273,53.9
267274,32.0
267275,51.9
267276,65.9
267277,56.5
267278,50.6
267279,32.4
267280,53.1
267281,71.5
267282,51.3
267283,54.9
267284,32.0
267285,52.9
267286,70.4
267287,49.3
267288,49.6
267289,32.0
267290,52.8
267291,71.5
267292,52.7
267293,50.1
267294,31.9
267295,52.2
267296,68.1
267297,52.1
267298,50.6
267299,32.1
267300,52.5
267301,69.4
267302,49.8
267303,54.5
267304,31.9
267305,53.1
267306,61.9
267307,51.8
267308,50.8
267309,32.0
267310,52.1
267311,70.0
267312,49.6
267313,53.0
267314,31.8
267315,52.5
267316,68.2
267317,48.7
267318,49.3
267319,31.8
267320,53.0
267321,70.7
267322,51.8
267323,50.9
267324,31.8
267325,53.5
267326,68.8
267327,53.8
267328,51.3
267329,32.9
267330,54.5
267331,60.6
267332,50.7
267333,57.6
267334,31.8
267335,51.3
267336,65.3
267337,51.2
267338,52.0
267339,31.7
267340,53.8
267341,68.5
267342,48.6
267343,54.4
267344,31.8
267345,51.9
267346,60.3
267347,52.4
267348,47.5
267349,31.7
267350,51.8
267351,61.9
267352,48.0
267353,54.0
267354,31.8
267355,52.3
267356,73.5
267357,49.5
267358,50.8
267359,32.0
267360,51.0
267361,65.1
267362,51.2
267363,53.1
267364,31.9
267365,51.2
267366,71.0
267367,48.2
267368,49.2
267369,31.8
267370,51.3
267371,60.9
267372,50.3
267373,50.0
267374,31.9
267375,52.0
267376,65.6
267377,53.1
267378,50.4
267379,31.7
267380,51.2
267381,75.0
267382,49.3
267383,50.3
267384,31.8
267385,51.6
267386,69.0
267387,50.3
267388,49.7
267389,31.8
267390,51.2
267391,64.9
267392,49.1
267393,51.0
267394,31.7
267395,52.0
267396,64.7
267397,48.3
267398,50.6
267399,32.0
267400,52.2
267401,68.6
267402,50.6
267403,51.7
267404,31.9
267405,51.1
267406,66.6
267407,54.7
267408,48.8
267409,31.8
267410,51.0
267411,64.5
267412,49.9
267413,51.1
267414,31.8
267415,51.8
267416,67.5
267417,52.4
267418,48.7
267419,31.7
267420,53.0
267421,65.5
267422,51.2
267423,48.1
267424,31.8
267425,52.1
267426,70.8
267427,46.9
267428,48.5
267429,32.1
267430,52.5
267431,67.2
267432,48.7
267433,53.0
267434,31.8
267435,51.4
267436,69.8
267437,47.2
267438,48.0
267439,31.5
267440,51.3
267441,69.2
267442,50.3
267443,51.5
267444,31.7
267445,52.0
267446,57.1
267447,51.5
267448,47.2
267449,31.7
267450,51.1
267451,75.6
267452,49.4
267453,47.5
267454,31.5
267455,51.9
267456,65.7
267457,53.3
267458,47.0
267459,31.7
267460,51.5
267461,60.2
267462,53.5
267463,54.3
267464,31.7
267465,52.1
267466,63.1
267467,51.7
267468,51.7
267469,31.7
267470,52.5
267471,56.1
267472,55.0
267473,47.9
267474,31.5
267475,51.6
267476,68.4
267477,51.3
267478,51.2
267479,32.1
267480,52.2
267481,68.2
267482,53.1
267483,52.0
267484,31.7
267485,52.1
267486,64.6
267487,49.4
267488,51.7
267489,31.7
267490,51.3
267491,52.6
267492,51.2
267493,47.1
267494,31.6
267495,52.3
267496,66.5
267497,48.4
267498,51.3
267499,31.6
267500,50.7
267501,65.3
267502,52.9
267503,51.3
267504,31.5
267505,51.0
267506,70.4
267507,56.2
267508,53.8
267509,31.6
267510,51.8
267511,64.3
267512,51.5
267513,48.5
267514,31.4
267515,52.4
267516,67.7
267517,47.5
267518,52.5
267519,31.5
267520,51.7
267521,63.8
267522,52.2
267523,47.6
267524,31.4
267525,52.6
267526,66.5
267527,51.3
267528,51.7
267529,31.5
267530,51.7
267531,67.5
267532,49.7
267533,49.6
267534,31.8
267535,50.7
267536,66.6
267537,51.7
267538,51.2
267539,31.5
267540,51.9
267541,69.6
267542,49.7
267543,52.0
267544,31.6
267545,50.3
267546,64.0
267547,47.7
267548,47.7
267549,31.9
267550,50.4
267551,64.9
267552,50.0
267553,50.2
267554,32.3
267555,50.5
267556,68.1
267557,47.6
267558,49.5
267559,31.9
267560,51.3
267561,66.2
267562,49.0
267563,52.8
267564,31.7
267565,50.2
267566,67.0
267567,54.3
267568,49.4
267569,31.7
267570,51.9
267571,63.6
267572,49.7
267573,50.2
267574,31.7
267575,51.3
267576,70.1
267577,46.5
267578,50.9
267579,31.8
267580,51.3
267581,63.5
267582,50.7
267583,48.0
267584,31.8
267585,52.6
267586,65.3
267587,51.1
267588,49.4
267589,32.3
267590,51.1
267591,62.9
267592,50.7
267593,48.7
267594,32.2
267595,50.7
267596,59.4
267597,49.8
267598,50.2
267599,32.5
267600,50.9
267601,66.9
267602,50.7
267603,51.6
267604,32.2
267605,52.2
267606,65.2
267607,49.7
267608,50.1
267609,32.1
267610,52.0
267611,63.8
267612,50.1
267613,51.7
267614,32.0
267615,51.9
267616,65.9
267617,46.9
267618,50.3
267619,32.1
267620,53.2
267621,69.2
267622,50.8
267623,51.9
267624,32.1
267625,52.2
267626,63.8
267627,51.1
267628,49.6
267629,32.0
267630,52.5
267631,67.8
267632,50.7
267633,47.2
267634,32.1
267635,53.3
267636,58.7
267637,51.9
267638,47.5
267639,32.0
267640,52.9
267641,69.2
267642,51.4
267643,54.4
267644,32.0
267645,51.7
267646,65.1
267647,47.2
267648,49.2
267649,32.1
267650,51.0
267651,64.5
267652,48.2
267653,46.9
267654,32.0
267655,50.3
267656,70.2
267657,49.1
267658,51.1
267659,32.2
267660,50.3
267661,59.1
267662,48.7
267663,54.1
267664,32.0
267665,51.6
267666,68.7
267667,46.8
267668,51.0
267669,32.0
267670,51.6
267671,53.1
267672,48.5
267673,46.1
267674,31.7
267675,52.4
267676,64.5
267677,46.3
267678,47.1
267679,31.7
267680,51.7
267681,65.7
267682,49.9
267683,49.9
267684,31.7
267685,50.2
267686,70.3
267687,47.2
267688,47.5
267689,32.2
267690,50.6
267691,63.1
267692,47.5
267693,46.9
267694,32.0
267695,50.9
267696,62.8
267697,51.2
267698,48.0
267699,31.8
267700,50.5
267701,68.3
267702,49.8
267703,47.4
267704,31.6
267705,49.9
267706,68.0
267707,51.7
267708,50.2
267709,31.8
267710,50.2
267711,61.7
267712,47.7
267713,49.0
267714,31.7
267715,50.5
267716,62.2
267717,49.8
267718,48.1
267719,31.9
267720,51.5
267721,68.3
267722,50.2
267723,47.8
267724,31.7
267725,50.8
267726,65.1
267727,51.5
267728,48.2
267729,31.7
267730,50.1
267731,65.6
267732,46.5
267733,53.9
267734,32.0
267735,50.7
267736,62.0
267737,55.0
267738,48.7
267739,31.7
267740,50.2
267741,69.9
267742,48.8
267743,47.5
267744,31.9
267745,51.6
267746,68.1
267747,46.3
267748,47.6
267749,31.9
267750,51.2
267751,69.3
267752,49.8
267753,47.0
267754,31.7
267755,50.9
267756,71.3
267757,50.9
267758,49.3
267759,31.8
267760,51.0
267761,58.9
267762,49.0
267763,54.8
267764,31.8
267765,50.1
267766,65.4
267767,54.6
267768,46.2
267769,31.8
267770,50.2
267771,68.6
267772,48.9
267773,53.3
267774,31.8
267775,49.9
267776,70.7
267777,50.4
267778,47.5
267779,31.7
267780,50.8
267781,59.5
267782,49.5
267783,51.9
267784,31.8
267785,49.8
267786,69.4
267787,49.0
267788,50.3
267789,33.1
267790,50.3
267791,65.0
267792,47.2
267793,49.5
267794,32.2
267795,50.2
267796,66.5
267797,49.8
267798,50.5
267799,31.7
267800,50.6
267801,68.2
267802,48.9
267803,52.0
267804,31.7
267805,52.6
267806,60.8
267807,50.4
267808,49.9
267809,31.7
267810,51.6
267811,66.6
267812,49.4
267813,46.9
267814,31.7
267815,52.1
267816,66.3
267817,56.9
267818,46.3
267819,31.7
267820,52.0
267821,68.9
267822,45.8
267823,52.3
267824,31.8
267825,51.5
267826,65.1
267827,49.7
267828,48.6
267829,31.8
267830,50.5
267831,62.1
267832,48.3
267833,52.4
267834,31.7
267835,50.4
267836,53.6
267837,47.8
267838,50.1
267839,31.7
267840,50.6
267841,63.0
267842,48.0
267843,55.3
267844,32.0
267845,50.3
267846,67.3
267847,47.9
267848,50.4
267849,31.7
267850,50.7
267851,69.1
267852,49.8
267853,46.3
267854,31.7
267855,51.2
267856,61.2
267857,49.4
267858,51.7
267859,31.7
267860,50.3
267861,60.6
267862,50.5
267863,48.3
267864,31.7
267865,50.1
267866,56.6
267867,46.5
267868,48.3
267869,31.7
267870,50.9
267871,66.6
267872,50.4
267873,47.2
267874,31.7
267875,51.0
267876,71.4
267877,46.6
267878,49.6
267879,31.6
267880,51.0
267881,52.0
267882,49.9
267883,51.0
267884,31.6
267885,51.0
267886,59.3
267887,51.8
267888,49.8
267889,31.6
267890,51.0
267891,62.4
267892,49.7
267893,47.8
267894,31.7
267895,52.0
267896,66.1
267897,52.5
267898,50.4
267899,31.8
267900,51.6
267901,65.7
267902,49.2
267903,46.7
267904,31.7
267905,51.2
267906,55.7
267907,53.2
267908,50.4
267909,31.7
267910,51.0
267911,52.5
267912,47.4
267913,46.5
267914,31.7
267915,51.2
267916,53.0
267917,47.2
267918,47.5
267919,31.7
267920,52.9
267921,62.8
267922,48.5
267923,46.9
267924,32.2
267925,52.5
267926,55.7
267927,52.8
267928,45.8
267929,32.0
267930,52.1
267931,66.1
267932,46.5
267933,50.7
267934,31.8
267935,52.4
267936,66.9
267937,49.9
267938,46.7
267939,31.7
267940,52.0
267941,65.2
267942,49.6
267943,51.9
267944,31.8
267945,52.9
267946,65.0
267947,49.0
267948,51.5
267949,31.7
267950,51.4
267951,68.0
267952,50.5
267953,54.4
267954,32.0
267955,50.6
267956,61.3
267957,50.7
267958,48.0
267959,31.9
267960,51.6
267961,66.9
267962,47.6
267963,50.3
267964,31.8
267965,51.6
267966,67.3
267967,46.1
267968,47.4
267969,31.9
267970,51.0
267971,59.7
267972,47.4
267973,46.5
267974,31.8
267975,51.9
267976,57.9
267977,50.3
267978,48.5
267979,31.9
267980,51.5
267981,52.3
267982,50.2
267983,50.4
267984,31.9
267985,53.1
267986,66.8
267987,46.3
267988,48.2
267989,31.8
267990,55.3
267991,61.3
267992,49.0
267993,46.2
267994,31.7
267995,54.0
267996,59.8
267997,46.1
267998,47.8
267999,31.8
268000,54.0
268001,63.2
268002,45.8
268003,49.9
268004,32.4
268005,53.1
268006,68.0
268007,51.9
268008,47.5
268009,31.4
268010,54.0
268011,66.3
268012,49.5
268013,50.3
268014,31.6
268015,52.3
268016,67.5
268017,52.3
268018,46.3
268019,31.5
268020,51.9
268021,59.4
268022,46.2
268023,46.2
268024,31.8
268025,52.9
268026,63.2
268027,46.4
268028,47.7
268029,31.4
268030,52.6
268031,59.3
268032,49.2
268033,46.5
268034,31.4
268035,52.2
268036,56.3
268037,47.1
268038,49.9
268039,32.1
268040,53.4
268041,66.2
268042,55.4
268043,69.4
268044,31.4
268045,52.4
268046,54.3
268047,46.9
268048,52.8
268049,32.7
268050,52.8
268051,53.5
268052,50.1
268053,47.3
268054,31.4
268055,53.7
268056,66.1
268057,55.5
268058,52.1
268059,31.4
268060,51.4
268061,52.2
268062,47.1
268063,46.5
268064,31.4
268065,51.4
268066,58.3
268067,46.5
268068,50.0
268069,31.4
268070,51.0
268071,63.6
268072,48.5
268073,46.0
268074,31.5
268075,51.9
268076,68.2
268077,48.5
268078,47.8
268079,31.6
268080,51.2
268081,63.0
268082,46.2
268083,47.2
268084,31.6
268085,50.7
268086,61.0
268087,47.1
268088,47.7
268089,31.4
268090,50.9
268091,66.3
268092,45.7
268093,48.8
268094,31.3
268095,51.5
268096,65.2
268097,51.4
268098,46.9
268099,31.7
268100,51.1
268101,59.5
268102,47.1
268103,51.4
268104,32.0
268105,51.2
268106,66.3
268107,48.6
268108,47.8
268109,31.8
268110,51.2
268111,56.4
268112,47.1
268113,46.2
268114,31.9
268115,51.7
268116,52.3
268117,47.1
268118,48.7
268119,32.0
268120,52.5
268121,59.5
268122,45.2
268123,55.1
268124,31.9
268125,54.2
268126,66.5
268127,45.9
268128,47.0
268129,32.0
268130,52.0
268131,67.3
268132,49.9
268133,46.2
268134,32.0
268135,54.7
268136,67.9
268137,46.0
268138,45.6
268139,32.1
268140,52.7
268141,54.9
268142,47.9
268143,45.8
268144,32.0
268145,52.3
268146,65.9
268147,45.9
268148,45.6
268149,32.1
268150,51.9
268151,66.5
268152,45.9
268153,53.0
268154,32.0
268155,52.3
268156,65.7
268157,46.3
268158,47.2
268159,31.9
268160,52.7
268161,62.8
268162,45.6
268163,45.7
268164,31.9
268165,51.5
268166,59.8
268167,45.7
268168,46.5
268169,32.1
268170,52.6
268171,59.6
268172,46.6
268173,48.5
268174,32.0
268175,51.6
268176,52.3
268177,45.4
268178,47.6
268179,31.9
268180,51.5
268181,68.7
268182,46.4
268183,45.9
268184,31.9
268185,52.6
268186,64.7
268187,45.8
268188,47.7
268189,31.9
268190,53.1
268191,61.5
268192,46.7
268193,51.6
268194,31.9
268195,53.0
268196,52.5
268197,46.2
268198,46.7
268199,32.1
268200,54.3
268201,62.5
268202,46.1
268203,55.7
268204,31.7
268205,54.0
268206,57.9
268207,52.9
268208,51.1
268209,31.6
268210,53.0
268211,66.4
268212,49.2
268213,46.3
268214,31.6
268215,53.0
268216,59.9
268217,47.4
268218,46.1
268219,31.8
268220,52.0
268221,64.0
268222,47.8
268223,50.9
268224,31.6
268225,52.4
268226,52.9
268227,53.4
268228,49.0
268229,31.6
268230,52.6
268231,62.9
268232,49.3
268233,45.9
268234,31.7
268235,52.2
268236,67.6
268237,46.5
268238,50.1
268239,31.7
268240,53.4
268241,60.9
268242,51.9
268243,46.9
268244,31.6
268245,52.5
268246,70.3
268247,45.8
268248,47.5
268249,31.8
268250,52.6
268251,66.1
268252,47.0
268253,48.7
268254,31.7
268255,52.3
268256,63.2
268257,45.7
268258,46.1
268259,31.8
268260,52.5
268261,62.5
268262,45.9
268263,45.3
268264,31.7
268265,52.1
268266,65.2
268267,45.7
268268,48.7
268269,31.6
268270,51.8
268271,64.4
268272,46.8
268273,45.6
268274,31.7
268275,52.5
268276,56.4
268277,51.3
268278,48.6
268279,31.7
268280,52.1
268281,65.8
268282,50.7
268283,45.7
268284,31.8
268285,51.1
268286,52.3
268287,43.8
268288,46.9
268289,31.7
268290,51.3
268291,59.6
268292,47.3
268293,49.8
268294,31.7
268295,51.9
268296,58.6
268297,44.5
268298,48.4
268299,31.6
268300,53.0
268301,64.9
268302,46.4
268303,50.2
268304,31.6
268305,52.5
268306,52.8
268307,44.2
268308,47.5
268309,31.7
268310,52.0
268311,65.3
268312,46.2
268313,44.0
268314,31.6
268315,51.8
268316,58.1
268317,44.1
268318,47.3
268319,31.6
268320,51.7
268321,63.5
268322,48.1
268323,44.9
268324,31.7
268325,52.7
268326,51.9
268327,49.1
268328,47.9
268329,31.7
268330,52.7
268331,60.3
268332,46.8
268333,48.8
268334,31.6
268335,52.4
268336,62.1
268337,50.4
268338,46.5
268339,31.6
268340,52.0
268341,64.4
268342,47.9
268343,56.4
268344,31.7
268345,54.0
268346,54.2
268347,47.9
268348,47.4
268349,31.6
268350,52.6
268351,65.6
268352,49.1
268353,49.1
268354,31.6
268355,52.0
268356,64.7
268357,47.5
268358,46.7
268359,31.9
268360,51.8
268361,64.1
268362,47.0
268363,51.6
268364,31.7
268365,51.9
268366,73.2
268367,45.9
268368,46.8
268369,31.7
268370,52.2
268371,69.0
268372,46.4
268373,45.5
268374,31.7
268375,52.3
268376,63.0
268377,46.4
268378,46.4
268379,31.6
268380,51.9
268381,60.3
268382,48.0
268383,47.3
268384,31.7
268385,51.5
268386,66.0
268387,44.1
268388,46.0
268389,31.6
268390,51.1
268391,53.5
268392,48.6
268393,45.8
268394,31.7
268395,51.4
268396,65.7
268397,47.5
268398,48.1
268399,31.8
268400,51.2
268401,66.1
268402,47.5
268403,45.2
268404,31.7
268405,52.0
268406,64.5
268407,48.1
268408,45.5
268409,31.8
268410,51.1
268411,56.3
268412,47.4
268413,51.2
268414,31.6
268415,51.0
268416,60.1
268417,53.8
268418,46.3
268419,31.6
268420,51.5
268421,51.6
268422,48.7
268423,51.3
268424,31.6
268425,53.6
268426,52.5
268427,51.2
268428,47.3
268429,31.7
268430,55.7
268431,63.6
268432,47.1
268433,50.8
268434,31.6
268435,55.3
268436,59.8
268437,44.2
268438,47.2
268439,31.6
268440,52.8
268441,64.9
268442,47.8
268443,47.8
268444,31.7
268445,52.9
268446,67.3
268447,45.8
268448,47.7
268449,31.7
268450,53.4
268451,63.5
268452,48.5
268453,45.2
268454,31.6
268455,53.4
268456,60.2
268457,44.0
268458,46.0
268459,31.6
268460,53.9
268461,65.8
268462,48.0
268463,46.1
268464,31.4
268465,53.5
268466,63.7
268467,47.0
268468,48.2
268469,31.4
268470,52.0
268471,52.1
268472,46.8
268473,44.3
268474,31.5
268475,51.3
268476,66.9
268477,43.8
268478,48.9
268479,31.4
268480,51.5
268481,60.0
268482,45.4
268483,44.3
268484,31.4
268485,52.2
268486,60.7
268487,47.9
268488,47.5
268489,31.3
268490,53.2
268491,65.3
268492,48.2
268493,58.3
268494,31.4
268495,52.1
268496,63.2
268497,65.7
268498,46.0
268499,31.7
268500,52.4
268501,68.7
268502,46.4
268503,65.3
268504,31.3
268505,53.8
268506,68.4
268507,65.2
268508,46.7
268509,31.4
268510,52.8
268511,65.5
268512,46.8
268513,65.3
268514,31.5
268515,52.6
268516,58.9
268517,64.9
268518,46.0
268519,31.5
268520,53.6
268521,64.3
268522,46.3
268523,47.4
268524,31.4
268525,53.4
268526,68.3
268527,47.0
268528,46.5
268529,31.6
268530,52.2
268531,64.6
268532,49.5
268533,56.4
268534,31.8
268535,51.6
268536,72.2
268537,50.0
268538,49.9
268539,31.3
268540,54.0
268541,67.3
268542,49.2
268543,51.1
