,dBA
268544,31.4
268545,52.5
268546,60.9
268547,44.1
268548,47.3
268549,31.3
268550,53.2
268551,68.3
268552,48.1
268553,43.7
268554,31.4
268555,54.2
268556,69.0
268557,44.1
268558,47.0
268559,31.4
268560,52.7
268561,54.6
268562,48.1
268563,48.6
268564,31.3
268565,52.7
268566,68.3
268567,44.9
268568,49.2
268569,32.5
268570,52.8
268571,59.5
268572,47.9
268573,50.4
268574,31.5
268575,54.4
268576,67.7
268577,45.1
268578,47.8
268579,31.6
268580,53.5
268581,68.1
268582,48.1
268583,44.8
268584,32.2
268585,53.1
268586,67.6
268587,44.5
268588,48.2
268589,31.6
268590,52.1
268591,65.6
268592,48.9
268593,47.1
268594,31.7
268595,53.4
268596,66.9
268597,54.7
268598,48.5
268599,31.6
268600,52.6
268601,72.4
268602,50.0
268603,44.2
268604,31.6
268605,51.2
268606,66.4
268607,43.9
268608,47.5
268609,31.6
268610,51.8
268611,68.0
268612,45.0
268613,44.8
268614,31.8
268615,52.9
268616,62.9
268617,49.9
268618,46.6
268619,31.9
268620,52.1
268621,65.1
268622,46.0
268623,46.4
268624,31.8
268625,53.6
268626,59.3
268627,50.8
268628,48.0
268629,31.6
268630,52.5
268631,69.2
268632,48.9
268633,45.2
268634,31.8
268635,52.1
268636,68.4
268637,44.8
268638,48.1
268639,31.9
268640,51.6
268641,69.4
268642,46.6
268643,45.5
268644,32.9
268645,52.7
268646,69.6
268647,48.1
268648,50.9
268649,32.1
268650,51.7
268651,63.7
268652,48.5
268653,52.6
268654,32.1
268655,51.6
268656,67.7
268657,44.6
268658,50.8
268659,32.1
268660,52.2
268661,69.7
268662,47.3
268663,53.3
268664,32.0
268665,52.7
268666,65.4
268667,44.7
268668,47.0
268669,32.1
268670,53.1
268671,69.3
268672,47.6
268673,48.6
268674,32.0
268675,52.9
268676,71.4
268677,44.0
268678,47.9
268679,32.2
268680,52.4
268681,69.7
268682,48.5
268683,46.1
268684,32.3
268685,52.6
268686,62.3
268687,56.3
268688,48.4
268689,32.1
268690,52.1
268691,67.3
268692,48.1
268693,48.0
268694,32.0
268695,52.2
268696,63.0
268697,45.3
268698,49.0
268699,31.9
268700,51.6
268701,68.7
268702,49.4
268703,57.0
268704,32.2
268705,51.6
268706,65.0
268707,48.2
268708,48.5
268709,32.2
268710,51.7
268711,65.1
268712,50.0
268713,46.4
268714,32.2
268715,51.8
268716,70.2
268717,46.4
268718,48.9
268719,32.1
268720,51.8
268721,71.4
268722,47.8
268723,50.3
268724,32.0
268725,53.2
268726,64.7
268727,45.0
268728,47.5
268729,31.8
268730,52.2
268731,63.0
268732,50.7
268733,48.3
268734,31.7
268735,52.1
268736,69.0
268737,56.0
268738,48.0
268739,31.8
268740,51.6
268741,67.9
268742,48.5
268743,46.6
268744,31.6
268745,51.7
268746,70.4
268747,51.1
268748,47.7
268749,31.7
268750,51.4
268751,62.2
268752,49.0
268753,55.8
268754,32.0
268755,51.6
268756,66.5
268757,52.4
268758,48.7
268759,32.2
268760,51.6
268761,69.5
268762,49.7
268763,47.9
268764,32.1
268765,52.3
268766,64.6
268767,51.6
268768,46.6
268769,31.9
268770,52.5
268771,68.9
268772,50.7
268773,48.8
268774,31.6
268775,51.6
268776,71.7
268777,54.6
268778,50.6
268779,31.8
268780,51.7
268781,58.9
268782,49.6
268783,47.1
268784,31.7
268785,51.5
268786,54.7
268787,56.8
268788,49.7
268789,31.9
268790,51.3
268791,72.2
268792,47.8
268793,47.0
268794,31.7
268795,52.2
268796,66.8
268797,46.3
268798,47.2
268799,31.9
268800,51.6
268801,65.0
268802,48.4
268803,46.2
268804,32.2
268805,51.6
268806,72.4
268807,50.2
268808,49.8
268809,32.1
268810,52.7
268811,71.2
268812,51.6
268813,46.2
268814,32.3
268815,53.5
268816,60.8
268817,48.5
268818,49.8
268819,32.2
268820,53.4
268821,71.1
268822,49.5
268823,47.1
268824,32.3
268825,52.5
268826,73.0
268827,48.6
268828,48.7
268829,32.3
268830,52.7
268831,66.7
268832,50.3
268833,51.9
268834,32.4
268835,52.5
268836,66.8
268837,54.0
268838,50.3
268839,32.6
268840,52.1
268841,69.2
268842,48.4
268843,52.0
268844,31.7
268845,52.1
268846,65.4
268847,45.1
268848,48.9
268849,31.8
268850,51.7
268851,71.1
268852,50.0
268853,44.2
268854,31.8
268855,52.1
268856,63.6
268857,50.3
268858,50.2
268859,31.8
268860,52.8
268861,67.0
268862,49.3
268863,44.4
268864,31.9
268865,52.3
268866,68.5
268867,45.9
268868,47.3
268869,32.4
268870,52.8
268871,68.6
268872,49.6
268873,45.5
268874,32.9
268875,52.3
268876,70.1
268877,54.3
268878,46.2
268879,32.7
268880,51.9
268881,65.6
268882,50.2
268883,45.8
268884,31.8
268885,52.6
268886,68.4
268887,44.5
268888,51.5
268889,32.0
268890,52.6
268891,69.0
268892,48.5
268893,47.9
268894,32.3
268895,52.4
268896,70.2
268897,44.4
268898,49.2
268899,31.7
268900,52.4
268901,65.1
268902,50.3
268903,50.4
268904,32.8
268905,52.3
268906,67.4
268907,51.5
268908,50.3
268909,33.4
268910,52.2
268911,69.7
268912,52.1
268913,51.1
268914,32.9
268915,51.2
268916,71.6
268917,44.7
268918,51.3
268919,32.9
268920,51.5
268921,57.5
268922,52.0
268923,45.0
268924,33.0
268925,51.2
268926,70.2
268927,46.5
268928,50.9
268929,32.9
268930,51.4
268931,69.5
268932,49.3
268933,50.5
268934,32.9
268935,51.3
268936,72.6
268937,46.7
268938,50.7
268939,32.9
268940,51.7
268941,68.2
268942,48.9
268943,44.8
268944,32.9
268945,52.3
268946,70.0
268947,45.6
268948,51.0
268949,33.2
268950,51.9
268951,69.4
268952,51.2
268953,47.0
268954,32.8
268955,52.1
268956,70.6
268957,56.0
268958,51.2
268959,36.4
268960,52.1
268961,70.6
268962,50.3
268963,47.1
268964,33.3
268965,51.9
268966,69.7
268967,53.3
268968,51.6
268969,33.6
268970,52.0
268971,72.1
268972,53.4
268973,49.0
268974,33.0
268975,52.3
268976,67.8
268977,54.2
268978,51.4
268979,33.1
268980,52.0
268981,68.7
268982,51.0
268983,51.0
268984,33.1
268985,52.0
268986,74.1
268987,45.1
268988,51.1
268989,33.1
268990,52.3
268991,71.9
268992,51.3
268993,47.6
268994,33.4
268995,53.0
268996,70.7
268997,54.3
268998,54.4
268999,33.0
269000,52.3
269001,71.3
269002,53.2
269003,53.7
269004,33.2
269005,52.0
269006,70.2
269007,50.9
269008,50.7
269009,32.9
269010,52.6
269011,72.4
269012,52.3
269013,60.4
269014,33.3
269015,53.0
269016,71.0
269017,59.9
269018,52.7
269019,33.1
269020,52.8
269021,73.0
269022,53.3
269023,50.8
269024,32.8
269025,52.5
269026,68.0
269027,47.4
269028,53.0
269029,32.8
269030,52.1
269031,70.8
269032,52.2
269033,55.4
269034,32.8
269035,53.0
269036,72.0
269037,54.3
269038,52.1
269039,32.9
269040,53.5
269041,73.7
269042,50.5
269043,52.0
269044,33.0
269045,52.4
269046,70.2
269047,48.2
269048,53.3
269049,32.8
269050,53.3
269051,67.5
269052,50.3
269053,51.3
269054,32.9
269055,54.5
269056,69.9
269057,52.3
269058,52.4
269059,33.0
269060,52.9
269061,69.9
269062,51.7
269063,56.1
269064,32.8
269065,52.5
269066,70.8
269067,52.3
269068,51.6
269069,32.8
269070,52.2
269071,69.4
269072,53.4
269073,51.4
269074,32.9
269075,52.7
269076,75.3
269077,52.9
269078,53.0
269079,32.8
269080,53.2
269081,69.0
269082,54.4
269083,51.0
269084,33.4
269085,53.0
269086,67.2
269087,52.9
269088,54.0
269089,33.6
269090,52.6
269091,74.2
269092,53.7
269093,48.9
269094,33.3
269095,53.0
269096,74.9
269097,47.1
269098,53.0
269099,33.0
269100,55.0
269101,68.0
269102,55.0
269103,50.5
269104,32.9
269105,53.0
269106,74.4
269107,53.9
269108,53.2
269109,33.5
269110,53.2
269111,73.8
269112,48.1
269113,54.9
269114,32.9
269115,53.0
269116,66.3
269117,55.1
269118,54.3
269119,33.0
269120,53.1
269121,73.6
269122,53.5
269123,53.5
269124,33.8
269125,53.0
269126,71.8
269127,53.8
269128,52.9
269129,33.0
269130,52.9
269131,69.4
269132,48.6
269133,54.0
269134,33.0
269135,53.5
269136,76.5
269137,53.5
269138,54.5
269139,33.3
269140,53.4
269141,74.0
269142,59.4
269143,54.5
269144,33.2
269145,54.2
269146,70.7
269147,50.7
269148,54.2
269149,33.1
269150,54.4
269151,75.5
269152,58.9
269153,54.0
269154,33.3
269155,53.4
269156,73.5
269157,56.1
269158,53.1
269159,33.8
269160,53.8
269161,72.9
269162,47.2
269163,53.7
269164,33.5
269165,53.5
269166,73.7
269167,54.3
269168,55.5
269169,33.4
269170,53.0
269171,76.5
269172,56.4
269173,53.4
269174,33.5
269175,53.8
269176,69.4
269177,59.1
269178,54.7
269179,33.9
269180,53.3
269181,75.7
269182,50.8
269183,54.1
269184,33.7
269185,53.5
269186,74.2
269187,47.7
269188,54.4
269189,34.4
269190,53.3
269191,67.5
269192,52.9
269193,55.2
269194,33.7
269195,53.2
269196,76.5
269197,53.3
269198,55.3
269199,35.5
269200,53.7
269201,69.9
269202,50.1
269203,53.6
269204,33.8
269205,53.5
269206,72.3
269207,52.0
269208,55.5
269209,34.0
269210,53.2
269211,76.7
269212,54.4
269213,55.0
269214,33.9
269215,53.7
269216,73.3
269217,54.1
269218,56.2
269219,34.5
269220,53.5
269221,73.2
269222,51.8
269223,53.9
269224,38.8
269225,52.9
269226,74.4
269227,52.9
269228,54.9
269229,39.9
269230,53.6
269231,75.1
269232,52.7
269233,56.1
269234,40.2
269235,53.6
269236,73.0
269237,55.0
269238,56.2
269239,40.7
269240,54.1
269241,73.6
269242,54.8
269243,55.4
269244,41.2
269245,54.0
269246,76.2
269247,52.5
269248,55.3
269249,41.6
269250,53.8
269251,75.6
269252,53.4
269253,55.0
269254,41.9
269255,53.7
269256,74.0
269257,54.9
269258,55.6
269259,42.1
269260,53.4
269261,77.7
269262,53.9
269263,55.0
269264,42.5
269265,53.4
269266,71.0
269267,56.4
269268,54.8
269269,42.5
269270,54.5
269271,77.0
269272,51.8
269273,56.2
269274,42.8
269275,55.5
269276,75.3
269277,56.3
269278,55.3
269279,42.7
269280,54.5
269281,72.5
269282,52.8
269283,55.3
269284,42.7
269285,54.1
269286,74.6
269287,57.3
269288,54.1
269289,42.8
269290,55.1
269291,74.8
269292,55.8
269293,55.7
269294,43.0
269295,54.6
269296,73.6
269297,57.1
269298,54.6
269299,43.0
269300,54.5
269301,73.4
269302,54.3
269303,55.6
269304,43.2
269305,54.6
269306,76.3
269307,57.1
269308,55.2
269309,43.1
269310,54.3
269311,75.7
269312,58.0
269313,56.2
269314,43.1
269315,55.0
269316,73.9
269317,57.9
269318,55.7
269319,43.1
269320,53.5
269321,74.9
269322,62.9
269323,56.7
269324,43.2
269325,53.6
269326,68.1
269327,62.7
269328,56.5
269329,43.2
269330,53.5
269331,77.1
269332,65.2
269333,57.3
269334,43.1
269335,53.3
269336,74.1
269337,64.3
269338,55.8
269339,43.1
269340,53.3
269341,74.2
269342,62.2
269343,54.7
269344,43.1
269345,53.2
269346,76.0
269347,61.0
269348,55.4
269349,43.2
269350,53.7
269351,71.9
269352,56.7
269353,56.0
269354,43.2
269355,54.3
269356,66.7
269357,59.9
269358,55.9
269359,43.3
269360,54.4
269361,78.4
269362,63.6
269363,56.7
269364,43.3
269365,53.9
269366,74.4
269367,66.0
269368,54.6
269369,43.3
269370,54.4
269371,76.1
269372,62.3
269373,56.2
269374,43.3
269375,55.5
269376,74.3
269377,58.3
269378,55.6
269379,43.2
269380,54.3
269381,74.9
269382,57.6
269383,57.3
269384,43.2
269385,54.7
269386,72.8
269387,55.6
269388,55.4
269389,43.2
269390,54.1
269391,77.1
269392,55.3
269393,54.8
269394,43.2
269395,55.3
269396,72.6
269397,52.2
269398,54.0
269399,43.4
269400,54.6
269401,71.9
269402,58.3
269403,54.3
269404,43.5
269405,54.3
269406,72.7
269407,55.5
269408,56.9
269409,43.4
269410,55.2
269411,76.3
269412,64.0
269413,56.7
269414,43.4
269415,55.1
269416,69.7
269417,61.3
269418,55.5
269419,43.3
269420,55.9
269421,76.0
269422,54.1
269423,55.7
269424,43.3
269425,54.6
269426,73.0
269427,54.9
269428,54.7
269429,43.4
269430,54.5
269431,74.2
269432,53.4
269433,53.9
269434,43.4
269435,54.2
269436,74.3
269437,52.1
269438,54.8
269439,43.3
269440,54.4
269441,73.3
269442,57.0
269443,54.6
269444,43.2
269445,54.4
269446,70.0
269447,54.6
269448,53.8
269449,43.2
269450,54.8
269451,75.2
269452,53.5
269453,56.2
269454,44.1
269455,54.4
269456,71.3
269457,58.5
269458,55.3
269459,43.4
269460,54.7
269461,68.2
269462,54.8
269463,55.2
269464,43.3
269465,54.4
269466,77.0
269467,56.1
269468,53.8
269469,43.5
269470,55.2
269471,74.5
269472,58.4
269473,54.7
269474,43.3
269475,54.3
269476,72.1
269477,57.9
269478,55.3
269479,43.3
269480,54.2
269481,75.8
269482,58.5
269483,56.5
269484,43.3
269485,54.4
269486,72.7
269487,66.7
269488,55.7
269489,43.3
269490,54.5
269491,70.5
269492,59.8
269493,55.7
269494,43.5
269495,54.3
269496,76.6
269497,58.8
269498,57.5
269499,43.6
269500,55.9
269501,75.4
269502,62.8
269503,56.6
269504,43.4
269505,54.2
269506,74.9
269507,60.7
269508,55.5
269509,43.4
269510,56.0
269511,73.2
269512,62.8
269513,57.0
269514,43.5
269515,56.7
269516,75.3
269517,64.2
269518,57.2
269519,43.4
269520,56.0
269521,72.2
269522,62.8
269523,57.6
269524,50.6
269525,54.6
269526,75.7
269527,60.6
269528,57.2
269529,43.7
269530,54.9
269531,75.6
269532,62.5
269533,57.7
269534,44.7
269535,54.4
269536,74.8
269537,64.1
269538,58.1
269539,43.6
269540,54.6
269541,76.2
269542,62.8
269543,57.2
269544,47.3
269545,55.2
269546,72.4
269547,64.4
269548,56.7
269549,44.7
269550,55.3
269551,73.6
269552,66.8
269553,57.0
269554,43.5
269555,56.3
269556,77.2
269557,65.7
269558,58.0
269559,43.5
269560,56.5
269561,71.1
269562,62.8
269563,58.0
269564,43.4
269565,58.1
269566,73.9
269567,62.3
269568,57.9
269569,43.6
269570,55.7
269571,76.0
269572,61.3
269573,58.2
269574,43.5
269575,55.1
269576,73.7
269577,61.4
269578,57.0
269579,43.4
269580,55.6
269581,68.7
269582,69.3
269583,57.8
269584,43.4
269585,56.9
269586,77.7
269587,63.5
269588,58.8
269589,43.5
269590,55.1
269591,72.7
269592,59.6
269593,57.4
269594,43.3
269595,55.0
269596,71.7
269597,62.0
269598,58.0
269599,43.5
269600,57.9
269601,76.4
269602,62.3
269603,57.9
269604,43.4
269605,54.7
269606,73.1
269607,68.4
269608,57.4
269609,43.3
269610,54.6
269611,75.4
269612,64.0
269613,57.7
269614,43.3
269615,54.8
269616,75.1
269617,66.2
269618,57.4
269619,43.4
269620,55.2
269621,76.3
269622,62.0
269623,56.2
269624,43.3
269625,54.3
269626,71.1
269627,62.5
269628,57.3
269629,43.4
269630,57.3
269631,76.4
269632,63.6
269633,57.9
269634,43.8
269635,57.1
269636,74.3
269637,64.2
269638,56.9
269639,43.4
269640,56.6
269641,74.6
269642,63.4
269643,56.9
269644,43.5
269645,55.8
269646,74.8
269647,62.8
269648,58.0
269649,43.8
269650,57.1
269651,75.8
269652,67.9
269653,57.0
269654,43.8
269655,64.8
269656,72.4
269657,59.6
269658,58.2
269659,43.9
269660,56.9
269661,76.5
269662,57.3
269663,59.0
269664,43.6
269665,55.9
269666,77.1
269667,63.2
269668,57.7
269669,43.4
269670,56.6
269671,75.6
269672,59.9
269673,57.7
269674,43.6
269675,55.7
269676,76.0
269677,63.0
269678,57.6
269679,43.4
269680,55.0
269681,76.5
269682,69.6
269683,56.8
269684,43.4
269685,53.9
269686,71.5
269687,67.7
269688,57.3
269689,43.4
269690,54.5
269691,76.3
269692,69.6
269693,58.2
269694,43.4
269695,56.8
269696,74.2
269697,64.3
269698,57.9
269699,43.4
269700,58.0
269701,74.4
269702,65.0
269703,58.4
269704,43.4
269705,57.9
269706,76.6
269707,62.4
269708,57.8
269709,43.5
269710,57.1
269711,74.8
269712,68.0
269713,57.2
269714,43.4
269715,56.7
269716,76.2
269717,66.8
269718,58.7
269719,43.4
269720,57.8
269721,74.3
269722,65.0
269723,59.7
269724,43.4
269725,57.5
269726,75.3
269727,67.0
269728,56.8
269729,43.4
269730,58.7
269731,74.3
269732,66.8
269733,57.5
269734,47.6
269735,57.5
269736,76.8
269737,62.1
269738,58.4
269739,49.1
269740,56.5
269741,74.7
269742,61.5
269743,57.7
269744,51.6
269745,57.5
269746,74.6
269747,61.7
269748,57.5
269749,55.0
269750,58.7
269751,76.7
269752,65.8
269753,58.8
269754,52.4
269755,56.9
269756,72.7
269757,56.9
269758,57.9
269759,50.6
269760,55.7
269761,73.6
269762,55.5
269763,58.9
269764,45.7
269765,54.3
269766,76.5
269767,59.5
269768,58.2
269769,48.9
269770,53.9
269771,73.2
269772,57.7
269773,58.4
269774,45.1
269775,56.2
269776,74.1
269777,57.8
269778,58.0
269779,46.7
269780,58.3
269781,74.1
269782,54.8
269783,58.3
269784,58.0
269785,56.9
269786,75.9
269787,60.9
269788,57.3
269789,60.2
269790,57.8
269791,75.4
269792,57.2
269793,58.5
269794,47.1
269795,56.3
269796,76.1
269797,56.9
269798,58.9
269799,45.0
269800,58.5
269801,75.6
269802,60.6
269803,58.2
269804,51.4
269805,54.9
269806,75.5
269807,56.8
269808,57.9
269809,50.5
269810,54.0
269811,77.4
269812,62.1
269813,57.7
269814,44.2
269815,54.3
269816,72.8
269817,57.4
269818,58.0
269819,44.5
269820,53.7
269821,75.0
269822,57.2
269823,58.7
269824,51.9
269825,54.8
269826,75.4
269827,54.7
269828,58.9
269829,45.4
269830,56.2
269831,76.3
269832,60.5
269833,58.0
269834,52.8
269835,63.3
269836,70.7
269837,55.7
269838,56.9
269839,56.3
269840,56.4
269841,75.8
269842,58.1
269843,58.9
269844,63.0
269845,56.8
269846,74.4
269847,57.5
269848,57.8
269849,60.0
269850,56.0
269851,73.7
269852,57.6
269853,57.8
269854,57.9
269855,55.0
269856,76.7
269857,57.8
269858,57.7
269859,60.5
269860,56.0
269861,71.9
269862,57.1
269863,57.4
269864,52.5
269865,56.0
269866,74.4
269867,58.5
269868,57.8
269869,48.1
269870,54.9
269871,73.9
269872,59.3
269873,58.8
269874,46.0
269875,55.0
269876,73.0
269877,57.0
269878,56.8
269879,51.0
269880,54.7
269881,75.3
269882,57.6
269883,56.4
269884,45.4
269885,54.6
269886,74.1
269887,58.3
269888,55.4
269889,50.1
269890,54.8
269891,73.8
269892,56.9
269893,58.0
269894,45.6
269895,55.2
269896,73.3
269897,57.8
269898,59.6
269899,56.0
269900,54.8
269901,76.1
269902,58.5
269903,58.1
269904,65.4
269905,54.9
269906,70.3
269907,57.2
269908,59.2
269909,44.9
269910,55.3
269911,71.7
269912,58.1
269913,55.8
269914,46.5
269915,54.9
269916,75.3
269917,59.2
269918,59.3
269919,45.1
269920,55.6
269921,75.6
269922,58.2
269923,60.3
269924,43.5
269925,54.7
269926,74.0
269927,57.8
269928,59.6
269929,47.2
269930,54.6
269931,74.8
269932,57.7
269933,58.7
269934,50.8
269935,54.8
269936,75.0
269937,56.5
269938,59.4
269939,66.5
269940,54.4
269941,73.9
269942,57.6
269943,58.2
269944,62.1
269945,53.9
269946,74.5
269947,58.0
269948,60.3
269949,65.6
269950,53.8
269951,74.9
269952,57.7
269953,60.0
269954,55.4
269955,54.4
269956,72.3
269957,58.9
269958,63.1
269959,61.7
269960,53.6
269961,74.9
269962,57.9
269963,61.1
269964,61.9
269965,53.4
269966,71.4
269967,57.1
269968,65.2
269969,62.9
269970,53.4
269971,73.0
269972,57.3
269973,63.6
269974,57.9
269975,53.5
269976,74.3
269977,57.1
269978,56.7
269979,61.4
269980,53.4
269981,73.4
269982,58.2
269983,59.7
269984,60.9
269985,53.3
269986,70.8
269987,57.4
269988,57.7
269989,52.5
269990,53.2
269991,73.7
269992,58.6
269993,59.5
269994,54.0
269995,53.3
269996,72.1
269997,57.0
269998,57.6
269999,52.7
270000,52.7
270001,74.7
270002,58.5
270003,57.3
270004,53.4
270005,52.6
270006,70.7
270007,58.3
270008,58.4
270009,44.5
270010,53.0
270011,70.9
270012,57.7
270013,60.0
270014,45.4
270015,52.8
270016,69.1
270017,57.6
270018,62.9
270019,48.9
270020,53.1
270021,77.6
270022,57.8
270023,59.4
270024,55.9
270025,52.8
270026,76.4
270027,57.3
270028,58.6
270029,50.6
270030,53.5
270031,72.4
270032,56.0
270033,62.1
270034,50.2
270035,53.5
270036,73.9
270037,58.8
270038,58.3
270039,45.9
270040,53.2
270041,74.3
270042,57.0
270043,58.2
270044,43.5
270045,53.1
270046,72.1
270047,58.6
270048,63.1
270049,43.7
270050,53.1
270051,74.6
270052,57.9
270053,57.3
270054,48.9
270055,53.8
270056,72.7
270057,58.0
270058,57.8
270059,47.8
270060,53.5
270061,74.6
270062,56.9
270063,57.7
270064,50.6
270065,52.2
270066,76.5
270067,57.6
270068,57.4
270069,51.6
270070,52.9
270071,71.8
270072,56.5
270073,61.0
270074,57.4
270075,53.1
270076,72.7
270077,57.3
270078,64.9
270079,60.8
270080,52.9
270081,73.1
270082,58.0
270083,60.2
270084,56.8
270085,52.6
270086,75.3
270087,57.4
270088,60.4
270089,48.4
270090,53.1
270091,74.1
270092,55.3
270093,63.4
270094,52.1
270095,52.5
270096,73.3
270097,58.3
270098,61.3
270099,56.7
270100,53.0
270101,74.3
270102,56.9
270103,57.9
270104,56.3
270105,53.6
270106,72.2
270107,58.5
270108,59.8
270109,56.8
270110,53.6
270111,75.2
270112,57.9
270113,60.3
270114,55.2
270115,53.4
270116,74.3
270117,55.6
270118,58.9
270119,64.3
270120,54.1
270121,69.6
270122,56.2
270123,58.3
270124,59.6
270125,53.7
270126,75.7
270127,57.6
270128,60.3
270129,54.6
270130,54.0
270131,76.0
270132,57.8
270133,60.8
270134,59.9
270135,55.6
270136,72.8
270137,58.4
270138,60.7
270139,59.2
270140,54.2
270141,77.2
270142,58.0
270143,63.1
270144,56.7
270145,53.8
270146,75.3
270147,58.7
270148,65.9
270149,53.0
270150,53.4
270151,74.3
270152,59.2
270153,61.6
270154,50.2
270155,53.6
270156,73.3
270157,58.5
270158,59.5
270159,52.0
270160,64.6
270161,73.6
270162,57.6
270163,57.5
270164,53.7
270165,55.0
270166,71.7
270167,58.0
270168,60.4
270169,49.7
270170,53.4
270171,75.4
270172,59.2
270173,62.2
270174,51.2
270175,54.0
270176,72.0
270177,57.3
270178,71.8
270179,53.5
270180,57.7
270181,71.2
270182,58.0
270183,58.6
270184,53.1
270185,59.8
270186,76.4
270187,57.6
270188,64.3
270189,44.0
270190,54.7
270191,75.0
270192,57.2
270193,64.1
270194,49.1
270195,55.1
270196,71.4
270197,57.0
270198,65.6
270199,56.5
270200,55.0
270201,77.2
270202,58.6
270203,58.4
270204,52.2
270205,55.1
270206,73.3
270207,56.8
270208,58.4
270209,53.1
270210,54.1
270211,71.2
270212,57.4
270213,65.1
270214,55.3
270215,53.8
270216,75.0
270217,57.8
270218,60.4
270219,57.1
270220,53.5
270221,75.8
270222,58.1
270223,64.2
270224,59.8
270225,55.3
270226,73.1
270227,57.6
270228,65.7
270229,63.3
270230,55.3
270231,75.7
270232,58.0
270233,65.5
270234,57.3
270235,55.5
270236,73.5
270237,56.8
270238,67.6
270239,57.6
270240,54.5
270241,69.4
270242,57.4
270243,65.0
270244,54.4
270245,53.9
270246,74.7
270247,56.8
270248,65.4
270249,57.1
270250,54.0
270251,76.6
270252,57.5
270253,64.2
270254,54.9
270255,54.7
270256,73.3
270257,56.9
270258,66.3
270259,49.8
270260,53.9
270261,77.9
270262,57.7
270263,63.8
270264,51.4
270265,54.2
270266,74.1
270267,55.3
270268,66.4
270269,59.0
270270,54.0
270271,70.5
270272,56.6
270273,63.2
270274,58.3
270275,52.7
270276,73.7
270277,58.1
270278,62.8
270279,61.7
270280,53.0
270281,74.4
270282,55.9
270283,63.5
270284,56.4
270285,53.7
270286,71.8
270287,55.0
270288,62.7
270289,54.8
270290,53.7
270291,73.8
270292,57.3
270293,61.0
270294,50.6
